tiempo,evento,token,saldo_vendedor,extra,scenario
70.79712207912172,compra_fallida_sin_tokens,,5000.0,2499.653946878886,scenario_00000
71.03840492892758,mint,T0,4950.0,,scenario_00000
71.26374149404191,mint,T1,4900.0,,scenario_00000
160.1367934881675,mint,T2,4850.0,,scenario_00000
160.6742682812627,mint,T3,4800.0,,scenario_00000
160.92202712626582,mint,T4,4750.0,,scenario_00000
272.53537228181085,compra_exitosa,T0,5781.890218468939,1191.8967569001968,scenario_00000
340.9116981345195,mint,T5,5731.890218468939,,scenario_00000
341.1963142919296,mint,T6,5681.890218468939,,scenario_00000
451.92770708615524,actualizacion_precio,T3,5681.890218468939,786.0379343923761,scenario_00000
457.8915047346113,compra_exitosa,T3,6467.928152861315,3365.731679574631,scenario_00000
530.5502230609242,actualizacion_precio,T6,6467.928152861315,1039.4233021879602,scenario_00000
628.8093008045547,compra_exitosa,T1,7495.832282081328,1701.8084603165241,scenario_00000
629.2760290250532,mint,T7,7445.832282081328,,scenario_00000
629.6269959267046,mint,T8,7395.832282081328,,scenario_00000
629.8506333627794,mint,T9,7345.832282081328,,scenario_00000
630.3824551822933,mint,T10,7295.832282081328,,scenario_00000
630.6749484240404,mint,T11,7245.832282081328,,scenario_00000
631.0653344845471,mint,T12,7195.832282081328,,scenario_00000
631.6027939840423,mint,T13,7145.832282081328,,scenario_00000
711.5576478454025,compra_exitosa,T8,8144.482559607535,2333.659683471728,scenario_00000
732.803361185022,mint,T14,8094.482559607535,,scenario_00000
761.4640743172992,mint,T15,8044.482559607535,,scenario_00000
881.4682344163341,mint,T16,7994.482559607535,,scenario_00000
967.0013615488331,compra_exitosa,T14,9011.619387726532,1678.2482717433213,scenario_00000
972.3160881446584,compra_exitosa,T6,10051.042689914493,2235.83102779043,scenario_00000
1253.8981540787724,compra_exitosa,T5,10994.813936990397,1678.5808674739098,scenario_00000
1333.8530185170464,compra_exitosa,T2,12095.86546547105,1759.8029023863007,scenario_00000
1476.3273783112375,compra_exitosa,T16,13042.051299304754,2584.686521281611,scenario_00000
1549.9277927268647,mint,T17,12992.051299304754,,scenario_00000
1596.174274683816,mint,T18,12942.051299304754,,scenario_00000
1596.584900317307,mint,T19,12892.051299304754,,scenario_00000
1597.0839806032716,mint,T20,12842.051299304754,,scenario_00000
1597.4288330750721,mint,T21,12792.051299304754,,scenario_00000
1604.6015382380228,compra_exitosa,T7,13762.881924325426,2068.3405556865046,scenario_00000
1711.5978616743269,compra_exitosa,T13,14782.568047912338,1845.7605687034475,scenario_00000
1980.6201824508078,compra_exitosa,T15,15859.938089595707,1567.4637104025678,scenario_00000
1986.6713674693926,mint,T22,15809.938089595707,,scenario_00000
1992.0858672206236,compra_exitosa,T19,16889.497635985303,2332.3714065763393,scenario_00000
2109.5486757526987,mint,T23,16839.497635985303,,scenario_00000
2189.903434221304,mint,T24,16789.497635985303,,scenario_00000
2451.267638556837,compra_exitosa,T21,17697.458555478566,1944.5911145377422,scenario_00000
2456.5823651530854,compra_exitosa,T9,18591.687462582977,910.9418714920287,scenario_00000
2456.841948519345,mint,T25,18541.687462582977,,scenario_00000
2462.165856292106,compra_exitosa,T12,19408.868857693134,2336.639951829922,scenario_00000
2462.4631327734082,mint,T26,19358.868857693134,,scenario_00000
2602.5419971235606,actualizacion_precio,T20,19358.868857693134,1025.7550390722765,scenario_00000
2603.079079752576,mint,T27,19308.868857693134,,scenario_00000
2614.0191129658297,compra_exitosa,T11,20186.78449269603,1258.6373181125339,scenario_00000
2638.3808654208606,mint,T28,20136.78449269603,,scenario_00000
2718.330840230674,compra_exitosa,T10,21219.03898390635,1621.113472693266,scenario_00000
2718.6102315288726,mint,T29,21169.03898390635,,scenario_00000
2798.565096100151,compra_exitosa,T25,22203.590778295227,1706.8290621850933,scenario_00000
3152.5393507305516,actualizacion_precio,T17,22203.590778295227,957.8501779660116,scenario_00000
3172.955426179707,mint,T30,22153.590778295227,,scenario_00000
3252.910218914252,compra_exitosa,T22,23227.96190667235,2273.5422567730393,scenario_00000
3322.14557610614,mint,T31,23177.96190667235,,scenario_00000
3328.958875540577,actualizacion_precio,T28,23177.96190667235,1219.0455625809977,scenario_00000
3409.2099982612635,mint,T32,23127.96190667235,,scenario_00000
3409.4329302404312,mint,T33,23077.96190667235,,scenario_00000
3468.496446353113,compra_exitosa,T26,24061.355815837243,1538.569419658359,scenario_00000
3827.9076973371575,mint,T34,24011.355815837243,,scenario_00000
3828.441482733118,mint,T35,23961.355815837243,,scenario_00000
3906.6252821035246,mint,T36,23911.355815837243,,scenario_00000
4040.859087312309,actualizacion_precio,T24,23911.355815837243,967.5509042171107,scenario_00000
4121.344474893809,mint,T37,23861.355815837243,,scenario_00000
4121.78897315305,mint,T38,23811.355815837243,,scenario_00000
4214.990484093403,actualizacion_precio,T33,23811.355815837243,867.9543386915724,scenario_00000
4379.253852072624,mint,T39,23761.355815837243,,scenario_00000
4379.482048407163,mint,T40,23711.355815837243,,scenario_00000
4385.428933561814,mint,T41,23661.355815837243,,scenario_00000
4385.651671357544,mint,T42,23611.355815837243,,scenario_00000
4391.064033978714,compra_exitosa,T29,24611.749546280385,2839.2047995720004,scenario_00000
4471.278015807366,mint,T43,24561.749546280385,,scenario_00000
4471.755989412977,mint,T44,24511.749546280385,,scenario_00000
4570.565733132914,burn_token,T18,24511.749546280385,,scenario_00000
4651.040155745248,mint,T45,24461.749546280385,,scenario_00000
4731.408107618018,mint,T46,24411.749546280385,,scenario_00000
4731.682475589341,mint,T47,24361.749546280385,,scenario_00000
4731.949305704295,mint,T48,24311.749546280385,,scenario_00000
4732.478500261858,mint,T49,24261.749546280385,,scenario_00000
4732.922108477113,mint,T50,24211.749546280385,,scenario_00000
4813.239325929673,mint,T51,24161.749546280385,,scenario_00000
4829.360721331941,mint,T52,24111.749546280385,,scenario_00000
5033.0152376871665,mint,T53,24061.749546280385,,scenario_00000
5210.387949380804,actualizacion_precio,T31,24061.749546280385,987.586761111834,scenario_00000
5210.925263719565,mint,T54,24011.749546280385,,scenario_00000
5290.880128297632,compra_exitosa,T36,25067.361726133782,1740.7798155915023,scenario_00000
5490.47599505017,actualizacion_precio,T51,25067.361726133782,1077.7049794903608,scenario_00000
5496.351914596579,mint,T55,25017.361726133782,,scenario_00000
5496.766800473429,mint,T56,24967.361726133782,,scenario_00000
5496.996811767986,mint,T57,24917.361726133782,,scenario_00000
5728.05145429775,compra_exitosa,T4,25971.61773049238,1431.407361617623,scenario_00000
5728.523414031547,mint,T58,25921.61773049238,,scenario_00000
5873.389784532252,mint,T59,25871.61773049238,,scenario_00000
6129.74306594341,mint,T60,25821.61773049238,,scenario_00000
6130.195106639111,mint,T61,25771.61773049238,,scenario_00000
6130.669053507709,mint,T62,25721.61773049238,,scenario_00000
6201.8001988402375,mint,T63,25671.61773049238,,scenario_00000
6364.930486178288,mint,T64,25621.61773049238,,scenario_00000
6370.259639960492,compra_exitosa,T54,26695.651812287153,2415.993686840541,scenario_00000
6370.6511015248925,mint,T65,26645.651812287153,,scenario_00000
6446.1824013107325,compra_exitosa,T42,27574.216670484515,2377.254128823241,scenario_00000
6586.3509150576965,mint,T66,27524.216670484515,,scenario_00000
6723.259307109852,actualizacion_precio,T23,27524.216670484515,1018.6454314769428,scenario_00000
6802.223168152171,mint,T67,27474.216670484515,,scenario_00000
6884.750150134257,mint,T68,27424.216670484515,,scenario_00000
6963.33442000805,mint,T69,27374.216670484515,,scenario_00000
7043.289284586071,compra_exitosa,T46,28349.677858884228,2437.5766877749365,scenario_00000
7123.2440999092305,compra_exitosa,T45,29236.635053572176,3068.0130939677383,scenario_00000
7201.206161013754,mint,T70,29186.635053572176,,scenario_00000
7266.093820177533,mint,T71,29136.635053572176,,scenario_00000
7345.653924473427,compra_exitosa,T35,30100.960550995358,2384.259826620021,scenario_00000
7350.970665619268,compra_exitosa,T65,31029.43018006936,612.9600678949142,scenario_00000
7518.738166306746,compra_exitosa,T58,31933.529370426684,1634.9263710422474,scenario_00000
7671.497628289654,mint,T72,31883.529370426684,,scenario_00000
7751.818842476687,mint,T73,31833.529370426684,,scenario_00000
7829.459959935611,mint,T74,31783.529370426684,,scenario_00000
7829.683224550537,mint,T75,31733.529370426684,,scenario_00000
7830.105664410863,mint,T76,31683.529370426684,,scenario_00000
7830.43183116984,mint,T77,31633.529370426684,,scenario_00000
7910.744955699511,mint,T78,31583.529370426684,,scenario_00000
7984.775909933619,mint,T79,31533.529370426684,,scenario_00000
8064.730774503187,compra_exitosa,T41,32562.83661775655,2097.1390931508968,scenario_00000
8064.957420581431,mint,T80,32512.83661775655,,scenario_00000
8242.646743832087,mint,T81,32462.83661775655,,scenario_00000
8252.172599725047,mint,T82,32412.83661775655,,scenario_00000
8252.61520942181,mint,T83,32362.83661775655,,scenario_00000
8369.758907453377,actualizacion_precio,T61,32362.83661775655,1058.1314134035724,scenario_00000
8396.268456928492,compra_exitosa,T81,33303.90014206213,2395.218597999889,scenario_00000
9170.601592987698,mint,T84,33253.90014206213,,scenario_00000
9170.94714725627,mint,T85,33203.90014206213,,scenario_00000
9171.178070555943,mint,T86,33153.90014206213,,scenario_00000
9171.708915775871,mint,T87,33103.90014206213,,scenario_00000
9172.00486869332,mint,T88,33053.90014206213,,scenario_00000
9251.959733253898,compra_exitosa,T40,34175.60722176014,2024.1677789217879,scenario_00000
9331.91459783187,compra_exitosa,T39,35237.37130631125,1879.6715409834273,scenario_00000
9332.331114621966,mint,T89,35187.37130631125,,scenario_00000
9408.77832583262,compra_exitosa,T60,36331.10693914461,2797.8386412251048,scenario_00000
9870.597579690268,mint,T90,36281.10693914461,,scenario_00000
9871.126044579802,mint,T91,36231.10693914461,,scenario_00000
9933.261566447272,compra_exitosa,T53,37279.354180668925,2227.9813621396224,scenario_00000
9945.378002712365,mint,T92,37229.354180668925,,scenario_00000
9950.692983381092,compra_exitosa,T61,38287.485594072496,2193.467727772965,scenario_00000
9956.236541492677,mint,T93,38237.485594072496,,scenario_00000
10036.5111599513,mint,T94,38187.485594072496,,scenario_00000
10037.047177943352,mint,T95,38137.485594072496,,scenario_00000
10037.585204447918,mint,T96,38087.485594072496,,scenario_00000
10042.90058383515,compra_exitosa,T95,39039.74742101497,2659.7882878692094,scenario_00000
10260.24011548364,mint,T97,38989.74742101497,,scenario_00000
10306.591768532755,burn_token,T79,38989.74742101497,,scenario_00000
10306.816947436939,mint,T98,38939.74742101497,,scenario_00000
10307.050527069196,mint,T99,38889.74742101497,,scenario_00000
10406.154851809288,mint,T100,38839.74742101497,,scenario_00000
10486.42974469858,mint,T101,38789.74742101497,,scenario_00000
10494.124593179295,mint,T102,38739.74742101497,,scenario_00000
10499.97679312542,mint,T103,38689.74742101497,,scenario_00000
10745.691118201303,mint,T104,38639.74742101497,,scenario_00000
10826.00373818236,mint,T105,38589.74742101497,,scenario_00000
10905.958602748788,compra_exitosa,T47,39514.37380457922,2892.6131220454654,scenario_00000
10929.777740757787,compra_exitosa,T84,40575.410831122565,2924.374293404606,scenario_00000
10930.056651463956,mint,T106,40525.410831122565,,scenario_00000
10935.751348624335,compra_exitosa,T98,41425.15789465878,1144.4998605243677,scenario_00000
11004.15602019634,compra_exitosa,T37,42404.571222949235,1783.996911953208,scenario_00000
11489.82745756571,mint,T107,42354.571222949235,,scenario_00000
11503.137604315916,mint,T108,42304.571222949235,,scenario_00000
11663.047332247343,compra_exitosa,T83,43340.77261414348,2297.681966244012,scenario_00000
11663.387712016865,mint,T109,43290.77261414348,,scenario_00000
11663.922381648925,mint,T110,43240.77261414348,,scenario_00000
11869.456956321326,mint,T111,43190.77261414348,,scenario_00000
11869.779750926746,mint,T112,43140.77261414348,,scenario_00000
11947.38029978431,mint,T113,43090.77261414348,,scenario_00000
12032.64993856618,compra_exitosa,T77,44156.985681595586,1936.1465974210776,scenario_00000
12033.148370038289,mint,T114,44106.985681595586,,scenario_00000
12113.103234616148,compra_exitosa,T92,45242.77376040559,1661.6824590243418,scenario_00000
12198.084409279627,mint,T115,45192.77376040559,,scenario_00000
12265.439133175492,mint,T116,45142.77376040559,,scenario_00000
12297.365406460884,actualizacion_precio,T85,45142.77376040559,1154.1370996918183,scenario_00000
12303.147622298717,mint,T117,45092.77376040559,,scenario_00000
12303.538055577495,mint,T118,45042.77376040559,,scenario_00000
12580.510330811814,compra_exitosa,T116,46148.818441816635,1434.7828573209836,scenario_00000
12580.733693061291,mint,T119,46098.818441816635,,scenario_00000
12581.227459296593,mint,T120,46048.818441816635,,scenario_00000
12581.484181762062,mint,T121,45998.818441816635,,scenario_00000
12581.721155028317,mint,T122,45948.818441816635,,scenario_00000
12623.144163551964,actualizacion_precio,T110,45948.818441816635,1144.433879198181,scenario_00000
12623.675246667312,mint,T123,45898.818441816635,,scenario_00000
12624.17837441575,mint,T124,45848.818441816635,,scenario_00000
12699.454221586366,compra_exitosa,T30,46771.28483122094,2519.229930124231,scenario_00000
12699.990421341758,mint,T125,46721.28483122094,,scenario_00000
12791.39918122906,compra_exitosa,T31,47708.871592332776,1245.8911411783463,scenario_00000
12791.759435976877,mint,T126,47658.871592332776,,scenario_00000
13073.54245900268,actualizacion_precio,T85,47658.871592332776,793.2557899960124,scenario_00000
13073.987092809988,mint,T127,47608.871592332776,,scenario_00000
13082.907682398522,compra_exitosa,T127,48599.9595883815,2173.8812146948603,scenario_00000
13157.443158416436,mint,T128,48549.9595883815,,scenario_00000
13237.000570717566,compra_exitosa,T123,49569.97303029884,1536.409837231663,scenario_00000
13246.026153827062,mint,T129,49519.97303029884,,scenario_00000
13246.305523773313,mint,T130,49469.97303029884,,scenario_00000
13246.56023540164,mint,T131,49419.97303029884,,scenario_00000
13314.16671982545,compra_exitosa,T102,50379.85098311026,2924.248357000959,scenario_00000
13319.989334841972,mint,T132,50329.85098311026,,scenario_00000
13320.431469448602,mint,T133,50279.85098311026,,scenario_00000
13419.745190744032,actualizacion_precio,T109,50279.85098311026,937.9636277464448,scenario_00000
13419.99367663937,mint,T134,50229.85098311026,,scenario_00000
13420.366458845367,mint,T135,50179.85098311026,,scenario_00000
13522.845095433608,actualizacion_precio,T105,50179.85098311026,1164.4967713501283,scenario_00000
13523.068859547779,mint,T136,50129.85098311026,,scenario_00000
13523.338632759405,mint,T137,50079.85098311026,,scenario_00000
13523.724866364688,mint,T138,50029.85098311026,,scenario_00000
13524.121200862077,mint,T139,49979.85098311026,,scenario_00000
13524.5177837064,mint,T140,49929.85098311026,,scenario_00000
13560.255715345222,compra_exitosa,T51,51007.555962600614,1838.1877153574553,scenario_00000
13605.61768257481,compra_exitosa,T103,52029.96521078166,1956.0848570008661,scenario_00000
13681.343889307962,mint,T141,51979.96521078166,,scenario_00000
13681.848717227223,mint,T142,51929.96521078166,,scenario_00000
13766.93775879051,compra_exitosa,T142,53018.1291864766,2980.2842558766297,scenario_00000
13865.449357504714,burn_token,T129,53018.1291864766,,scenario_00000
13911.461474422415,compra_exitosa,T131,53914.60495423467,2560.0639439512215,scenario_00000
13966.191591674295,mint,T143,53864.60495423467,,scenario_00000
14046.578359461624,mint,T144,53814.60495423467,,scenario_00000
14055.10655591801,compra_exitosa,T104,54815.864194312846,1705.9516038169982,scenario_00000
14069.97396159074,burn_token,T126,54815.864194312846,,scenario_00000
14070.255826947337,mint,T145,54765.864194312846,,scenario_00000
14070.501368617415,mint,T146,54715.864194312846,,scenario_00000
14071.039306002425,mint,T147,54665.864194312846,,scenario_00000
14079.925572414879,mint,T148,54615.864194312846,,scenario_00000
14093.878499189144,mint,T149,54565.864194312846,,scenario_00000
14254.176128820389,mint,T150,54515.864194312846,,scenario_00000
14306.61580056326,mint,T151,54465.864194312846,,scenario_00000
14382.936168545068,compra_exitosa,T50,55467.16438350064,1312.769070885713,scenario_00000
14462.87855014465,compra_exitosa,T62,56490.39399931828,2335.7517257427453,scenario_00000
14547.901641375332,compra_exitosa,T118,57501.96146274757,1695.1062880597424,scenario_00000
14577.685833828538,mint,T152,57451.96146274757,,scenario_00000
14577.91166760169,mint,T153,57401.96146274757,,scenario_00000
14658.361630345016,mint,T154,57351.96146274757,,scenario_00000
14658.788760358788,mint,T155,57301.96146274757,,scenario_00000
14881.180283313557,mint,T156,57251.96146274757,,scenario_00000
14881.717511251452,mint,T157,57201.96146274757,,scenario_00000
14967.260345347548,compra_exitosa,T130,58191.25842675211,1738.9097019733365,scenario_00000
14972.575211237352,compra_exitosa,T133,59276.39385321216,2134.484409260386,scenario_00000
15149.3489609512,compra_exitosa,T117,60431.50905076441,2555.945145231588,scenario_00000
15289.434198466892,mint,T158,60381.50905076441,,scenario_00000
15476.3113084903,actualizacion_precio,T112,60381.50905076441,1036.0778424673429,scenario_00000
15677.492969819034,mint,T159,60331.50905076441,,scenario_00000
15757.829597355763,mint,T160,60281.50905076441,,scenario_00000
16004.295423421012,compra_exitosa,T158,61060.69839559703,2622.395524084233,scenario_00000
16075.002208677679,mint,T161,61010.69839559703,,scenario_00000
16075.53757824337,mint,T162,60960.69839559703,,scenario_00000
16195.080826860953,mint,T163,60910.69839559703,,scenario_00000
16467.059218916802,mint,T164,60860.69839559703,,scenario_00000
16547.014044730688,compra_exitosa,T76,61872.05013012215,1620.997617807473,scenario_00000
16693.030995749355,compra_exitosa,T155,62624.88568010942,2090.7774198148995,scenario_00000
16693.54495331407,mint,T165,62574.88568010942,,scenario_00000
16781.941377262712,compra_exitosa,T153,63514.688812219785,1938.7531470076212,scenario_00000
16782.448640064184,mint,T166,63464.688812219785,,scenario_00000
16794.404896931414,mint,T167,63414.688812219785,,scenario_00000
16874.358081461498,compra_exitosa,T143,64223.31105419295,2629.4786094108913,scenario_00000
16874.82879900074,mint,T168,64173.31105419295,,scenario_00000
17208.76688387079,burn_token,T88,64173.31105419295,,scenario_00000
17409.26027462734,mint,T169,64123.31105419295,,scenario_00000
17631.25633173314,mint,T170,64073.31105419295,,scenario_00000
17631.789858645297,mint,T171,64023.31105419295,,scenario_00000
17711.7445639813,compra_exitosa,T114,65028.009113569424,2107.9117102816676,scenario_00000
17712.17690738383,mint,T172,64978.009113569424,,scenario_00000
17790.17454406349,compra_exitosa,T89,65896.18704524607,2164.569576680668,scenario_00000
17790.708430491955,mint,T173,65846.18704524607,,scenario_00000
17869.829850614733,compra_exitosa,T139,66833.39528609799,3155.2027549299455,scenario_00000
17940.448579020052,mint,T174,66783.39528609799,,scenario_00000
17941.084513796235,mint,T175,66733.39528609799,,scenario_00000
18184.0995670524,actualizacion_precio,T105,66733.39528609799,767.926262602187,scenario_00000
18264.054381602862,compra_exitosa,T55,67750.71337868311,1306.4376494811102,scenario_00000
18362.53680501581,actualizacion_precio,T107,67750.71337868311,973.9264835108181,scenario_00000
18362.91644464545,mint,T176,67700.71337868311,,scenario_00000
18363.23080989502,mint,T177,67650.71337868311,,scenario_00000
18511.059097090416,compra_exitosa,T166,68552.83700710488,1640.139894832805,scenario_00000
18511.59609794296,mint,T178,68502.83700710488,,scenario_00000
18516.961607523,compra_exitosa,T27,69495.39241552827,1647.8448347052476,scenario_00000
18517.499778935322,mint,T179,69445.39241552827,,scenario_00000
18597.29379303584,compra_exitosa,T141,70614.10657903554,1526.3810407625754,scenario_00000
18597.78575998374,mint,T180,70564.10657903554,,scenario_00000
18796.479361252692,mint,T181,70514.10657903554,,scenario_00000
18876.434215293517,compra_exitosa,T121,71601.88909588354,1960.1110856133423,scenario_00000
18919.910310114657,actualizacion_precio,T107,71601.88909588354,734.9030191606988,scenario_00000
19054.816204474588,actualizacion_precio,T106,71601.88909588354,1109.150685192246,scenario_00000
19055.057311789707,mint,T182,71551.88909588354,,scenario_00000
19265.362954856766,actualizacion_precio,T125,71551.88909588354,974.5178731627635,scenario_00000
19265.682269262983,mint,T183,71501.88909588354,,scenario_00000
19342.669459968227,mint,T184,71451.88909588354,,scenario_00000
19342.910779704787,mint,T185,71401.88909588354,,scenario_00000
19345.14814966178,mint,T186,71351.88909588354,,scenario_00000
19444.527863548425,mint,T187,71301.88909588354,,scenario_00000
19554.66084626294,mint,T188,71251.88909588354,,scenario_00000
19554.92739578541,mint,T189,71201.88909588354,,scenario_00000
19682.931849389654,mint,T190,71151.88909588354,,scenario_00000
19683.391771049653,mint,T191,71101.88909588354,,scenario_00000
19683.92165917569,mint,T192,71051.88909588354,,scenario_00000
19689.23638578431,compra_exitosa,T38,71928.19402479572,1372.2944436570283,scenario_00000
19849.14611334848,compra_exitosa,T138,72959.31904025008,2762.98410496387,scenario_00000
19849.45136488391,mint,T193,72909.31904025008,,scenario_00000
20032.1534368596,mint,T194,72859.31904025008,,scenario_00000
20112.075984474042,compra_exitosa,T170,74037.53540210369,1032.7224008335938,scenario_00000
20112.612099832,mint,T195,73987.53540210369,,scenario_00000
20216.45442410075,actualizacion_precio,T124,73987.53540210369,1097.1822690172735,scenario_00000
20216.962437085727,mint,T196,73937.53540210369,,scenario_00000
20295.02647229528,compra_exitosa,T91,75114.57855376037,2792.814640638211,scenario_00000
20398.13359695903,compra_exitosa,T160,76079.42720535623,2337.667126390328,scenario_00000
20478.48162629089,mint,T197,76029.42720535623,,scenario_00000
20666.94852685916,mint,T198,75979.42720535623,,scenario_00000
20667.40120988995,mint,T199,75929.42720535623,,scenario_00000
20667.62402184647,mint,T200,75879.42720535623,,scenario_00000
20678.75346492328,mint,T201,75829.42720535623,,scenario_00000
20909.042985442564,compra_exitosa,T59,76967.62766577343,2304.010482358287,scenario_00000
21079.70258047081,mint,T202,76917.62766577343,,scenario_00000
21159.651390516654,compra_exitosa,T56,77956.15940374631,2050.8195253304475,scenario_00000
21169.705077457133,mint,T203,77906.15940374631,,scenario_00000
21170.18570241659,mint,T204,77856.15940374631,,scenario_00000
21170.47228907832,mint,T205,77806.15940374631,,scenario_00000
21529.239547278165,compra_exitosa,T172,78692.18396093063,3298.547371992496,scenario_00000
21546.663231431736,burn_token,T94,78692.18396093063,,scenario_00000
21546.88670555805,mint,T206,78642.18396093063,,scenario_00000
21551.066613440024,mint,T207,78592.18396093063,,scenario_00000
21551.494313054478,mint,T208,78542.18396093063,,scenario_00000
21556.81282310881,compra_exitosa,T184,79409.53005931966,1816.2245103043265,scenario_00000
21562.127865473503,compra_exitosa,T186,80536.68556881907,1857.099669776951,scenario_00000
21642.082411831456,compra_exitosa,T136,81511.78196486343,2821.7638899916174,scenario_00000
21642.430790733662,mint,T209,81461.78196486343,,scenario_00000
21910.940331644015,mint,T210,81411.78196486343,,scenario_00000
21916.256310610126,compra_exitosa,T134,82357.05398122968,2021.2329405387313,scenario_00000
21921.90069111778,compra_exitosa,T150,83450.35519526851,2186.00122985897,scenario_00000
21922.301842619076,mint,T211,83400.35519526851,,scenario_00000
22002.256704561893,compra_exitosa,T179,84383.90162946354,2291.21715118269,scenario_00000
22082.68069355202,mint,T212,84333.90162946354,,scenario_00000
22083.05590275444,mint,T213,84283.90162946354,,scenario_00000
22101.05684805008,burn_token,T34,84283.90162946354,,scenario_00000
22101.594908709194,mint,T214,84233.90162946354,,scenario_00000
22101.84233379124,mint,T215,84183.90162946354,,scenario_00000
22102.256195708607,mint,T216,84133.90162946354,,scenario_00000
22102.789946494406,mint,T217,84083.90162946354,,scenario_00000
22103.327473978956,mint,T218,84033.90162946354,,scenario_00000
22103.851069337703,mint,T219,83983.90162946354,,scenario_00000
22237.873833015237,actualizacion_precio,T73,83983.90162946354,1093.8283805975998,scenario_00000
22243.188563260446,compra_exitosa,T162,84836.04300488555,1915.6384968801658,scenario_00000
22321.534844232,compra_exitosa,T48,85828.33283394414,2107.670368176581,scenario_00000
22431.619130654482,mint,T220,85778.33283394414,,scenario_00000
22472.838532858143,mint,T221,85728.33283394414,,scenario_00000
22700.404228649128,mint,T222,85678.33283394414,,scenario_00000
22708.42753726236,compra_exitosa,T52,86571.24358413802,2428.119065398562,scenario_00000
22788.38239806679,compra_exitosa,T112,87607.32142660537,1985.0799034383424,scenario_00000
22788.920573761963,mint,T223,87557.32142660537,,scenario_00000
22826.30258489066,mint,T224,87507.32142660537,,scenario_00000
22906.78069524691,mint,T225,87457.32142660537,,scenario_00000
23003.36862895225,mint,T226,87407.32142660537,,scenario_00000
23003.600751463535,mint,T227,87357.32142660537,,scenario_00000
23003.887014427484,mint,T228,87307.32142660537,,scenario_00000
23004.150337230614,mint,T229,87257.32142660537,,scenario_00000
23004.474719875543,mint,T230,87207.32142660537,,scenario_00000
23269.728456481655,mint,T231,87157.32142660537,,scenario_00000
23283.425466821725,mint,T232,87107.32142660537,,scenario_00000
23291.311143699164,compra_exitosa,T165,88190.2352950639,1991.9896252373483,scenario_00000
23371.26081097738,compra_exitosa,T71,89234.61723787853,2177.2211259890446,scenario_00000
23371.64754522569,mint,T233,89184.61723787853,,scenario_00000
23378.5792762088,compra_exitosa,T173,90194.6267821365,1751.0418259912121,scenario_00000
23378.828284894094,mint,T234,90144.6267821365,,scenario_00000
23463.073126072133,compra_exitosa,T57,91150.4476539811,2529.2365671537987,scenario_00000
23622.982855188082,compra_exitosa,T226,91974.58775398169,2815.086811594849,scenario_00000
23830.39785971841,mint,T235,91924.58775398169,,scenario_00000
23830.65798919497,mint,T236,91874.58775398169,,scenario_00000
23910.59989010276,compra_exitosa,T111,92846.36563508297,2450.249354603711,scenario_00000
24010.40528414262,compra_exitosa,T191,93780.64230327122,2310.2979280669533,scenario_00000
24010.81082660578,mint,T237,93730.64230327122,,scenario_00000
24011.039397581477,mint,T238,93680.64230327122,,scenario_00000
24023.871480005895,compra_exitosa,T109,94618.60593101766,1496.233237060575,scenario_00000
24024.35376969892,mint,T239,94568.60593101766,,scenario_00000
24031.264895910073,compra_exitosa,T197,95514.62996298673,2050.250834483414,scenario_00000
24031.731219585337,mint,T240,95464.62996298673,,scenario_00000
24112.192294223736,mint,T241,95414.62996298673,,scenario_00000
24297.970174345235,compra_exitosa,T201,96440.23293641812,2082.407258526883,scenario_00000
24298.425936909014,mint,T242,96390.23293641812,,scenario_00000
24515.25321311296,compra_exitosa,T106,97499.38362161037,2260.0662963465675,scenario_00000
24515.72535668239,mint,T243,97449.38362161037,,scenario_00000
24516.190380278753,mint,T244,97399.38362161037,,scenario_00000
24829.955318212134,mint,T245,97349.38362161037,,scenario_00000
24830.4704650997,mint,T246,97299.38362161037,,scenario_00000
24923.0438975321,burn_token,T223,97299.38362161037,,scenario_00000
25182.702073541037,mint,T247,97249.38362161037,,scenario_00000
25207.498736614,mint,T248,97199.38362161037,,scenario_00000
25465.40280286159,mint,T249,97149.38362161037,,scenario_00000
25465.898580017878,mint,T250,97099.38362161037,,scenario_00000
25603.38521779558,compra_exitosa,T245,98164.25461036933,1956.7083338684333,scenario_00000
25796.968808036516,actualizacion_precio,T177,98164.25461036933,955.3566385449471,scenario_00000
25797.25693146984,mint,T251,98114.25461036933,,scenario_00000
25882.652624273647,mint,T252,98064.25461036933,,scenario_00000
25887.967363835724,compra_exitosa,T33,98932.2089490609,1446.6115541557288,scenario_00000
25967.922228329346,compra_exitosa,T207,99780.29095076228,1900.4031670264028,scenario_00000
25968.417066559978,mint,T253,99730.29095076228,,scenario_00000
25970.432549239602,mint,T254,99680.29095076228,,scenario_00000
25970.93144654305,mint,T255,99630.29095076228,,scenario_00000
26054.0697895996,mint,T256,99580.29095076228,,scenario_00000
26054.312891694546,mint,T257,99530.29095076228,,scenario_00000
26352.40709177055,compra_exitosa,T180,100545.21960710952,1408.9343642508497,scenario_00000
26352.94339523007,mint,T258,100495.21960710952,,scenario_00000
26353.183543452004,mint,T259,100445.21960710952,,scenario_00000
26353.524635025584,mint,T260,100395.21960710952,,scenario_00000
26433.808236396468,mint,T261,100345.21960710952,,scenario_00000
26452.879020567707,mint,T262,100295.21960710952,,scenario_00000
26458.19374850848,compra_exitosa,T110,101439.65348630771,1292.373379916119,scenario_00000
